"ID";"COUNTRY";"CHOICE_ID";"INFO";"MEASURE"
3541;6;1;"A";"IV"
3542;6;1;"A";"IV"
3543;1;1;"A";"IV"
3544;6;2;"B";"III"
3545;6;1;"A";"IV"
3546;4;2;"B";"III"
3547;6;1;"A";"IV"
3548;6;1;"A";"IV"
3549;6;1;"A";"IV"
3550;1;1;"A";"IV"
3551;1;2;"B";"III"
3552;6;1;"A";"IV"
3553;5;1;"A";"IV"
3554;4;1;"A";"IV"
3555;6;1;"A";"IV"
3556;6;1;"A";"IV"
3557;5;2;"B";"III"
3558;6;1;"A";"IV"
3559;2;1;"A";"IV"
3560;1;1;"A";"IV"
3561;4;1;"A";"IV"
3562;4;2;"B";"III"
3563;6;2;"B";"III"
3564;6;1;"A";"IV"
3565;5;1;"A";"IV"
3566;1;1;"A";"IV"
3567;2;1;"A";"IV"
3568;4;2;"B";"III"
3569;5;1;"A";"IV"
3570;6;1;"A";"IV"
3571;5;2;"B";"III"
3572;5;1;"A";"IV"
3573;5;2;"B";"III"
3574;4;2;"B";"III"
3575;5;2;"B";"III"
3576;6;2;"B";"III"
3577;6;1;"A";"IV"
3578;6;2;"B";"III"
3579;6;1;"A";"IV"
3580;6;2;"B";"III"
3581;6;1;"A";"IV"
3582;5;2;"B";"III"
3583;6;1;"A";"IV"
3584;6;1;"A";"IV"
3585;6;2;"B";"III"
3586;5;1;"A";"IV"
3587;6;1;"A";"IV"
3588;6;2;"B";"III"
3589;6;1;"A";"IV"
3590;5;2;"B";"III"
3591;5;1;"A";"IV"
3592;2;1;"A";"IV"
3593;1;2;"B";"III"
3594;6;2;"B";"III"
3595;3;1;"A";"IV"
3596;6;2;"B";"III"
3597;6;1;"A";"IV"
3598;2;2;"B";"III"
3599;6;1;"A";"IV"
3600;1;2;"B";"III"
1;6;1;"B";"II"
2;2;1;"B";"II"
3;2;2;"D";"V"
4;2;2;"D";"V"
5;2;2;"D";"V"
6;2;2;"D";"V"
7;2;2;"D";"V"
8;2;1;"B";"II"
9;2;1;"B";"II"
10;2;1;"B";"II"
11;2;1;"B";"II"
12;2;1;"B";"II"
13;2;1;"B";"II"
14;2;1;"B";"II"
15;2;2;"D";"V"
16;2;1;"B";"II"
17;2;1;"B";"II"
18;2;2;"D";"V"
19;2;2;"D";"V"
20;2;2;"D";"V"
21;2;2;"D";"V"
22;2;1;"B";"II"
23;2;1;"B";"II"
24;2;1;"B";"II"
25;2;1;"B";"II"
26;2;1;"B";"II"
27;2;1;"B";"II"
28;2;2;"D";"V"
29;2;2;"D";"V"
30;2;1;"B";"II"
31;2;2;"D";"V"
32;2;2;"D";"V"
33;2;2;"D";"V"
34;2;1;"B";"II"
35;2;1;"B";"II"
36;2;2;"D";"V"
37;2;2;"D";"V"
38;2;2;"D";"V"
39;2;2;"D";"V"
40;2;1;"B";"II"
41;2;2;"D";"V"
42;2;1;"B";"II"
43;2;1;"B";"II"
44;2;2;"D";"V"
45;2;2;"D";"V"
46;2;2;"D";"V"
47;2;2;"D";"V"
48;2;2;"D";"V"
49;2;1;"B";"II"
50;2;1;"B";"II"
51;2;1;"B";"II"
52;2;1;"B";"II"
53;2;2;"D";"V"
54;2;2;"D";"V"
55;2;1;"B";"II"
56;2;2;"D";"V"
57;2;2;"D";"V"
58;2;2;"D";"V"
59;2;1;"B";"II"
60;2;1;"B";"II"
61;2;2;"D";"V"
62;2;2;"D";"V"
63;2;2;"D";"V"
64;2;1;"B";"II"
65;2;1;"B";"II"
66;2;2;"D";"V"
67;2;2;"D";"V"
68;2;1;"B";"II"
69;2;2;"D";"V"
70;2;1;"B";"II"
71;2;1;"B";"II"
72;2;2;"D";"V"
73;2;1;"B";"II"
74;2;2;"D";"V"
75;2;1;"B";"II"
76;2;2;"D";"V"
77;2;2;"D";"V"
78;2;1;"B";"II"
79;2;2;"D";"V"
80;2;2;"D";"V"
81;2;1;"B";"II"
82;2;2;"D";"V"
83;2;1;"B";"II"
84;2;2;"D";"V"
85;2;2;"D";"V"
86;2;1;"B";"II"
87;2;1;"B";"II"
88;2;1;"B";"II"
89;2;1;"B";"II"
90;2;2;"D";"V"
91;2;2;"D";"V"
92;2;2;"D";"V"
93;2;1;"B";"II"
94;2;2;"D";"V"
95;2;2;"D";"V"
96;2;2;"D";"V"
97;2;1;"B";"II"
98;2;2;"D";"V"
99;2;2;"D";"V"
100;2;1;"B";"II"
101;2;1;"B";"II"
102;2;1;"B";"II"
103;2;1;"B";"II"
104;2;1;"B";"II"
105;2;2;"D";"V"
106;2;1;"B";"II"
107;2;2;"D";"V"
108;2;1;"B";"II"
109;2;2;"D";"V"
110;2;2;"D";"V"
111;2;1;"B";"II"
112;2;2;"D";"V"
113;2;1;"B";"II"
114;2;1;"B";"II"
115;2;1;"B";"II"
116;2;1;"B";"II"
117;2;2;"D";"V"
118;2;2;"D";"V"
119;2;2;"D";"V"
120;2;2;"D";"V"
121;2;1;"B";"II"
122;2;1;"B";"II"
123;2;2;"D";"V"
124;2;2;"D";"V"
125;2;1;"B";"II"
126;2;1;"B";"II"
127;2;2;"D";"V"
128;2;1;"B";"II"
129;2;1;"B";"II"
130;2;2;"D";"V"
131;2;1;"B";"II"
132;2;1;"B";"II"
133;2;1;"B";"II"
134;2;1;"B";"II"
135;2;2;"D";"V"
136;2;1;"B";"II"
137;2;2;"D";"V"
138;2;1;"B";"II"
139;2;1;"B";"II"
140;2;1;"B";"II"
141;2;2;"D";"V"
142;2;2;"D";"V"
143;2;2;"D";"V"
144;2;1;"B";"II"
145;2;2;"D";"V"
146;2;2;"D";"V"
147;2;2;"D";"V"
148;2;2;"D";"V"
149;2;1;"B";"II"
150;2;1;"B";"II"
151;2;2;"D";"V"
152;2;1;"B";"II"
153;2;2;"D";"V"
154;2;2;"D";"V"
155;2;2;"D";"V"
156;2;1;"B";"II"
157;2;1;"B";"II"
158;2;1;"B";"II"
159;2;2;"D";"V"
160;2;2;"D";"V"
161;2;2;"D";"V"
162;2;2;"D";"V"
163;2;2;"D";"V"
164;2;2;"D";"V"
165;2;1;"B";"II"
166;2;2;"D";"V"
167;2;1;"B";"II"
168;2;2;"D";"V"
169;2;1;"B";"II"
170;2;2;"D";"V"
171;2;2;"D";"V"
172;2;2;"D";"V"
173;2;2;"D";"V"
174;2;2;"D";"V"
175;2;2;"D";"V"
176;2;1;"B";"II"
177;2;1;"B";"II"
178;2;1;"B";"II"
179;2;1;"B";"II"
180;2;1;"B";"II"
181;2;1;"B";"II"
182;2;1;"B";"II"
183;2;1;"B";"II"
184;2;2;"D";"V"
185;2;2;"D";"V"
186;2;2;"D";"V"
187;2;1;"B";"II"
188;2;1;"B";"II"
189;2;1;"B";"II"
190;2;2;"D";"V"
191;2;1;"B";"II"
192;2;1;"B";"II"
193;2;1;"B";"II"
194;2;2;"D";"V"
195;2;1;"B";"II"
196;2;2;"D";"V"
197;2;2;"D";"V"
198;2;1;"B";"II"
199;2;2;"D";"V"
200;2;1;"B";"II"
201;2;2;"D";"V"
202;2;1;"B";"II"
203;2;2;"D";"V"
204;2;1;"B";"II"
205;2;1;"B";"II"
206;2;1;"B";"II"
207;2;2;"D";"V"
208;2;2;"D";"V"
209;2;1;"B";"II"
210;2;1;"B";"II"
211;2;1;"B";"II"
212;2;2;"D";"V"
213;2;1;"B";"II"
214;2;1;"B";"II"
215;2;2;"D";"V"
216;2;2;"D";"V"
217;2;2;"D";"V"
218;2;2;"D";"V"
219;2;2;"D";"V"
220;2;1;"B";"II"
221;2;2;"D";"V"
222;2;2;"D";"V"
223;2;1;"B";"II"
224;2;1;"B";"II"
225;2;1;"B";"II"
226;2;2;"D";"V"
227;2;2;"D";"V"
228;2;1;"B";"II"
229;2;2;"D";"V"
230;2;1;"B";"II"
231;2;2;"D";"V"
232;2;2;"D";"V"
233;2;1;"B";"II"
234;2;2;"D";"V"
235;2;1;"B";"II"
236;2;1;"B";"II"
237;2;2;"D";"V"
238;2;2;"D";"V"
239;2;2;"D";"V"
240;2;1;"B";"II"
241;2;2;"D";"V"
242;2;2;"D";"V"
243;2;2;"D";"V"
244;2;2;"D";"V"
245;2;2;"D";"V"
246;2;1;"B";"II"
247;2;2;"D";"V"
248;2;2;"D";"V"
249;2;1;"B";"II"
250;2;2;"D";"V"
251;2;1;"B";"II"
252;2;1;"B";"II"
253;2;2;"D";"V"
254;2;1;"B";"II"
255;2;1;"B";"II"
256;2;1;"B";"II"
257;2;2;"D";"V"
258;2;2;"D";"V"
259;2;1;"B";"II"
260;2;1;"B";"II"
261;2;2;"D";"V"
262;2;1;"B";"II"
263;2;1;"B";"II"
264;2;2;"D";"V"
265;2;1;"B";"II"
266;2;1;"B";"II"
267;2;2;"D";"V"
268;2;1;"B";"II"
269;2;1;"B";"II"
270;2;2;"D";"V"
271;2;1;"B";"II"
272;2;2;"D";"V"
273;2;1;"B";"II"
274;2;1;"B";"II"
275;2;1;"B";"II"
276;2;2;"D";"V"
277;2;1;"B";"II"
278;2;2;"D";"V"
279;2;2;"D";"V"
280;2;2;"D";"V"
281;2;1;"B";"II"
282;2;2;"D";"V"
283;2;2;"D";"V"
284;2;1;"B";"II"
285;2;2;"D";"V"
286;2;2;"D";"V"
287;2;2;"D";"V"
288;2;2;"D";"V"
289;2;1;"B";"II"
290;2;1;"B";"II"
291;2;1;"B";"II"
292;2;2;"D";"V"
293;2;2;"D";"V"
294;2;2;"D";"V"
295;2;2;"D";"V"
296;2;1;"B";"II"
297;2;1;"B";"II"
298;2;2;"D";"V"
299;2;1;"B";"II"
300;2;1;"B";"II"
301;2;1;"B";"II"
302;2;1;"B";"II"
303;2;2;"D";"V"
304;2;1;"B";"II"
305;2;1;"B";"II"
306;2;2;"D";"V"
307;2;2;"D";"V"
308;2;2;"D";"V"
309;2;1;"B";"II"
310;1;1;"B";"II"
311;2;1;"B";"II"
312;2;2;"D";"V"
313;2;2;"D";"V"
314;2;1;"B";"II"
315;2;2;"D";"V"
316;2;2;"D";"V"
317;2;2;"D";"V"
318;2;2;"D";"V"
319;2;1;"B";"II"
320;1;1;"B";"II"
321;2;2;"D";"V"
322;2;1;"B";"II"
323;1;1;"B";"II"
324;1;2;"D";"V"
325;1;1;"B";"II"
326;1;1;"B";"II"
327;1;1;"B";"II"
328;1;1;"B";"II"
329;1;1;"B";"II"
330;1;1;"B";"II"
331;2;1;"B";"II"
332;1;1;"B";"II"
333;1;1;"B";"II"
334;2;1;"B";"II"
335;1;1;"B";"II"
336;1;1;"B";"II"
337;1;1;"B";"II"
338;1;1;"B";"II"
339;1;1;"B";"II"
340;1;1;"B";"II"
341;1;1;"B";"II"
342;1;1;"B";"II"
343;1;2;"D";"V"
344;1;2;"D";"V"
345;1;2;"D";"V"
346;1;2;"D";"V"
347;1;1;"B";"II"
348;1;1;"B";"II"
349;1;1;"B";"II"
350;1;1;"B";"II"
351;1;1;"B";"II"
352;1;1;"B";"II"
353;1;1;"B";"II"
354;1;2;"D";"V"
355;1;1;"B";"II"
356;1;1;"B";"II"
357;1;1;"B";"II"
358;1;1;"B";"II"
359;1;1;"B";"II"
360;1;1;"B";"II"
361;1;2;"D";"V"
362;1;1;"B";"II"
363;1;1;"B";"II"
364;1;1;"B";"II"
365;1;1;"B";"II"
366;1;2;"D";"V"
367;1;1;"B";"II"
368;1;2;"D";"V"
369;1;1;"B";"II"
370;1;1;"B";"II"
371;1;1;"B";"II"
372;1;1;"B";"II"
373;1;1;"B";"II"
374;1;1;"B";"II"
375;1;2;"D";"V"
376;1;1;"B";"II"
377;1;1;"B";"II"
378;1;1;"B";"II"
379;1;1;"B";"II"
380;1;1;"B";"II"
381;1;1;"B";"II"
382;1;1;"B";"II"
383;1;2;"D";"V"
384;1;1;"B";"II"
385;1;1;"B";"II"
386;1;1;"B";"II"
387;1;1;"B";"II"
388;1;1;"B";"II"
389;1;1;"B";"II"
390;1;1;"B";"II"
391;1;2;"D";"V"
392;1;1;"B";"II"
393;1;1;"B";"II"
394;1;1;"B";"II"
395;1;1;"B";"II"
396;1;1;"B";"II"
397;1;1;"B";"II"
398;1;1;"B";"II"
399;1;1;"B";"II"
400;1;1;"B";"II"
401;1;1;"B";"II"
402;1;2;"D";"V"
403;1;1;"B";"II"
404;1;1;"B";"II"
405;1;1;"B";"II"
406;1;1;"B";"II"
407;1;1;"B";"II"
408;1;1;"B";"II"
409;1;1;"B";"II"
410;1;1;"B";"II"
411;1;1;"B";"II"
412;1;2;"D";"V"
413;1;1;"B";"II"
414;1;1;"B";"II"
415;1;1;"B";"II"
416;1;1;"B";"II"
417;1;1;"B";"II"
418;1;1;"B";"II"
419;1;1;"B";"II"
420;1;1;"B";"II"
421;1;1;"B";"II"
422;1;1;"B";"II"
423;1;2;"D";"V"
424;1;1;"B";"II"
425;1;1;"B";"II"
426;1;1;"B";"II"
427;1;1;"B";"II"
428;1;2;"D";"V"
429;1;1;"B";"II"
430;1;1;"B";"II"
431;1;2;"D";"V"
432;1;1;"B";"II"
433;1;1;"B";"II"
434;1;1;"B";"II"
435;1;1;"B";"II"
436;1;1;"B";"II"
437;1;1;"B";"II"
438;1;1;"B";"II"
439;1;2;"D";"V"
440;1;1;"B";"II"
441;1;1;"B";"II"
442;1;2;"D";"V"
443;1;2;"D";"V"
444;1;2;"D";"V"
445;1;1;"B";"II"
446;1;2;"D";"V"
447;1;1;"B";"II"
448;1;1;"B";"II"
449;1;1;"B";"II"
450;1;1;"B";"II"
451;1;2;"D";"V"
452;1;2;"D";"V"
453;1;2;"D";"V"
454;1;1;"B";"II"
455;1;1;"B";"II"
456;1;1;"B";"II"
457;1;1;"B";"II"
458;1;2;"D";"V"
459;1;1;"B";"II"
460;1;2;"D";"V"
461;1;1;"B";"II"
462;1;1;"B";"II"
463;1;1;"B";"II"
464;1;1;"B";"II"
465;1;1;"B";"II"
466;1;1;"B";"II"
467;1;2;"D";"V"
468;1;1;"B";"II"
469;1;1;"B";"II"
470;1;1;"B";"II"
471;1;1;"B";"II"
472;1;1;"B";"II"
473;1;1;"B";"II"
474;1;1;"B";"II"
475;1;1;"B";"II"
476;1;1;"B";"II"
477;2;1;"B";"II"
478;2;2;"D";"V"
479;2;1;"B";"II"
480;2;2;"D";"V"
481;2;2;"D";"V"
482;2;1;"B";"II"
483;2;2;"D";"V"
484;2;2;"D";"V"
485;2;1;"B";"II"
486;2;2;"D";"V"
487;2;1;"B";"II"
488;2;2;"D";"V"
489;2;2;"D";"V"
490;2;1;"B";"II"
491;2;2;"D";"V"
492;2;2;"D";"V"
493;2;1;"B";"II"
494;2;2;"D";"V"
495;1;1;"B";"II"
496;1;1;"B";"II"
497;2;2;"D";"V"
498;2;1;"B";"II"
499;2;1;"B";"II"
500;2;2;"D";"V"
501;2;1;"B";"II"
502;2;2;"D";"V"
503;2;1;"B";"II"
504;2;1;"B";"II"
505;2;2;"D";"V"
506;2;1;"B";"II"
507;2;1;"B";"II"
508;2;2;"D";"V"
509;2;1;"B";"II"
510;2;2;"D";"V"
511;2;1;"B";"II"
512;2;2;"D";"V"
513;2;2;"D";"V"
514;2;2;"D";"V"
515;2;2;"D";"V"
516;2;2;"D";"V"
517;2;2;"D";"V"
518;2;2;"D";"V"
519;2;1;"B";"II"
520;2;1;"B";"II"
521;2;2;"D";"V"
522;2;1;"B";"II"
523;2;1;"B";"II"
524;2;2;"D";"V"
525;2;2;"D";"V"
526;2;2;"D";"V"
527;2;2;"D";"V"
528;2;2;"D";"V"
529;2;2;"D";"V"
530;2;2;"D";"V"
531;2;2;"D";"V"
532;2;2;"D";"V"
533;2;2;"D";"V"
534;2;2;"D";"V"
535;1;2;"D";"V"
536;1;1;"B";"II"
537;2;2;"D";"V"
538;2;1;"B";"II"
539;2;2;"D";"V"
540;2;1;"B";"II"
541;1;1;"B";"II"
542;1;1;"B";"II"
543;1;1;"B";"II"
544;1;1;"B";"II"
545;1;1;"B";"II"
546;1;1;"B";"II"
547;1;1;"B";"II"
548;2;2;"D";"V"
549;2;2;"D";"V"
550;2;1;"B";"II"
551;2;1;"B";"II"
552;2;2;"D";"V"
553;2;2;"D";"V"
554;2;1;"B";"II"
555;2;2;"D";"V"
556;2;2;"D";"V"
557;2;2;"D";"V"
558;2;1;"B";"II"
559;2;1;"B";"II"
560;2;2;"D";"V"
561;2;1;"B";"II"
562;1;1;"B";"II"
563;1;1;"B";"II"
564;1;1;"B";"II"
565;1;2;"D";"V"
566;1;2;"D";"V"
567;1;1;"B";"II"
568;1;1;"B";"II"
569;1;1;"B";"II"
570;1;1;"B";"II"
571;1;1;"B";"II"
572;1;1;"B";"II"
573;1;1;"B";"II"
574;1;1;"B";"II"
575;1;2;"D";"V"
576;1;1;"B";"II"
577;1;2;"D";"V"
578;1;1;"B";"II"
579;1;1;"B";"II"
580;1;2;"D";"V"
581;1;1;"B";"II"
582;1;1;"B";"II"
583;1;2;"D";"V"
584;1;2;"D";"V"
585;1;1;"B";"II"
586;1;1;"B";"II"
587;1;1;"B";"II"
588;1;1;"B";"II"
589;1;2;"D";"V"
590;1;1;"B";"II"
591;2;1;"B";"II"
592;2;2;"D";"V"
593;2;1;"B";"II"
594;2;1;"B";"II"
595;2;1;"B";"II"
596;2;2;"D";"V"
597;2;1;"B";"II"
598;2;2;"D";"V"
599;2;2;"D";"V"
600;2;1;"B";"II"
601;2;1;"B";"II"
602;2;2;"D";"V"
603;2;2;"D";"V"
604;2;2;"D";"V"
605;2;1;"B";"II"
606;2;2;"D";"V"
607;2;1;"B";"II"
608;2;1;"B";"II"
609;2;2;"D";"V"
610;2;1;"B";"II"
611;2;2;"D";"V"
612;2;1;"B";"II"
613;2;2;"D";"V"
614;2;1;"B";"II"
615;2;1;"B";"II"
616;2;2;"D";"V"
617;2;1;"B";"II"
618;2;2;"D";"V"
619;2;1;"B";"II"
620;2;2;"D";"V"
621;2;1;"B";"II"
622;2;2;"D";"V"
623;2;1;"B";"II"
624;2;2;"D";"V"
625;2;2;"D";"V"
626;2;1;"B";"II"
627;2;2;"D";"V"
628;2;2;"D";"V"
629;2;2;"D";"V"
630;2;1;"B";"II"
631;2;1;"B";"II"
632;2;2;"D";"V"
633;2;1;"B";"II"
634;2;2;"D";"V"
635;2;1;"B";"II"
636;2;2;"D";"V"
637;2;1;"B";"II"
638;2;2;"D";"V"
639;2;1;"B";"II"
640;2;1;"B";"II"
641;2;1;"B";"II"
642;2;2;"D";"V"
643;2;1;"B";"II"
644;2;1;"B";"II"
645;2;2;"D";"V"
646;2;2;"D";"V"
647;2;2;"D";"V"
648;1;1;"B";"II"
649;1;1;"B";"II"
650;1;2;"D";"V"
651;1;1;"B";"II"
652;1;1;"B";"II"
653;1;1;"B";"II"
654;1;1;"B";"II"
655;1;1;"B";"II"
656;1;1;"B";"II"
657;1;1;"B";"II"
658;1;2;"D";"V"
659;1;1;"B";"II"
660;1;1;"B";"II"
661;1;2;"D";"V"
662;1;1;"B";"II"
663;1;1;"B";"II"
664;1;1;"B";"II"
665;1;1;"B";"II"
666;1;1;"B";"II"
667;1;1;"B";"II"
668;1;2;"D";"V"
669;1;2;"D";"V"
670;1;1;"B";"II"
671;1;1;"B";"II"
672;1;1;"B";"II"
673;1;2;"D";"V"
674;1;1;"B";"II"
675;1;1;"B";"II"
676;1;1;"B";"II"
677;1;1;"B";"II"
678;1;1;"B";"II"
679;1;2;"D";"V"
680;1;1;"B";"II"
681;1;1;"B";"II"
682;1;1;"B";"II"
683;1;1;"B";"II"
684;1;1;"B";"II"
685;1;1;"B";"II"
686;1;1;"B";"II"
687;1;2;"D";"V"
688;1;1;"B";"II"
689;1;1;"B";"II"
690;1;2;"D";"V"
691;1;1;"B";"II"
692;1;1;"B";"II"
693;1;1;"B";"II"
694;1;1;"B";"II"
695;1;1;"B";"II"
696;1;2;"D";"V"
697;1;1;"B";"II"
698;1;2;"D";"V"
699;1;2;"D";"V"
700;1;2;"D";"V"
701;1;2;"D";"V"
702;1;1;"B";"II"
703;1;2;"D";"V"
704;1;1;"B";"II"
705;1;2;"D";"V"
706;1;1;"B";"II"
707;1;1;"B";"II"
708;1;1;"B";"II"
709;1;2;"D";"V"
710;1;2;"D";"V"
711;1;1;"B";"II"
712;1;1;"B";"II"
713;1;1;"B";"II"
714;1;1;"B";"II"
715;1;1;"B";"II"
716;1;2;"D";"V"
717;1;2;"D";"V"
718;1;2;"D";"V"
719;1;1;"B";"II"
720;1;1;"B";"II"
721;1;1;"B";"II"
722;1;1;"B";"II"
723;1;2;"D";"V"
724;1;1;"B";"II"
725;1;1;"B";"II"
726;1;1;"B";"II"
727;1;2;"D";"V"
728;1;2;"D";"V"
729;1;1;"B";"II"
730;1;2;"D";"V"
731;1;1;"B";"II"
732;1;2;"D";"V"
733;1;1;"B";"II"
734;1;2;"D";"V"
735;1;1;"B";"II"
736;1;2;"D";"V"
737;1;2;"D";"V"
738;1;1;"B";"II"
739;1;1;"B";"II"
740;1;1;"B";"II"
741;1;1;"B";"II"
742;1;1;"B";"II"
743;1;1;"B";"II"
744;1;1;"B";"II"
745;1;1;"B";"II"
746;1;1;"B";"II"
747;1;1;"B";"II"
748;1;1;"B";"II"
749;1;1;"B";"II"
750;1;1;"B";"II"
751;1;1;"B";"II"
752;1;1;"B";"II"
753;1;1;"B";"II"
754;1;1;"B";"II"
755;1;1;"B";"II"
756;1;1;"B";"II"
757;1;1;"B";"II"
758;1;1;"B";"II"
759;1;1;"B";"II"
760;1;1;"B";"II"
761;1;1;"B";"II"
762;1;1;"B";"II"
763;1;1;"B";"II"
764;1;1;"B";"II"
765;1;1;"B";"II"
766;1;1;"B";"II"
767;1;1;"B";"II"
768;1;1;"B";"II"
769;1;1;"B";"II"
770;1;2;"D";"V"
771;1;1;"B";"II"
772;1;1;"B";"II"
773;1;1;"B";"II"
774;1;2;"D";"V"
775;1;1;"B";"II"
776;1;1;"B";"II"
777;1;2;"D";"V"
778;1;1;"B";"II"
779;1;1;"B";"II"
780;1;1;"B";"II"
781;1;1;"B";"II"
782;1;1;"B";"II"
783;1;1;"B";"II"
784;1;1;"B";"II"
785;1;1;"B";"II"
786;1;2;"D";"V"
787;1;1;"B";"II"
788;1;1;"B";"II"
789;1;1;"B";"II"
790;1;1;"B";"II"
791;1;1;"B";"II"
792;1;1;"B";"II"
793;1;1;"B";"II"
794;1;1;"B";"II"
795;1;2;"D";"V"
796;1;1;"B";"II"
797;1;1;"B";"II"
798;1;1;"B";"II"
799;1;1;"B";"II"
800;1;1;"B";"II"
801;1;1;"B";"II"
802;1;1;"B";"II"
803;1;1;"B";"II"
804;1;1;"B";"II"
805;1;2;"D";"V"
806;1;1;"B";"II"
807;1;1;"B";"II"
808;1;1;"B";"II"
809;1;2;"D";"V"
810;1;1;"B";"II"
811;1;1;"B";"II"
812;1;1;"B";"II"
813;1;1;"B";"II"
814;1;1;"B";"II"
815;1;1;"B";"II"
816;1;1;"B";"II"
817;1;1;"B";"II"
818;1;1;"B";"II"
819;1;1;"B";"II"
820;1;2;"D";"V"
821;1;2;"D";"V"
822;1;1;"B";"II"
823;1;2;"D";"V"
824;1;1;"B";"II"
825;1;1;"B";"II"
826;1;1;"B";"II"
827;1;1;"B";"II"
828;1;1;"B";"II"
829;1;1;"B";"II"
830;1;1;"B";"II"
831;1;1;"B";"II"
832;1;1;"B";"II"
833;1;1;"B";"II"
834;1;1;"B";"II"
835;1;1;"B";"II"
836;1;2;"D";"V"
837;1;1;"B";"II"
838;1;1;"B";"II"
839;1;1;"B";"II"
840;1;1;"B";"II"
841;1;1;"B";"II"
842;1;1;"B";"II"
843;1;2;"D";"V"
844;1;2;"D";"V"
845;1;1;"B";"II"
846;1;1;"B";"II"
847;1;2;"D";"V"
848;1;1;"B";"II"
849;1;2;"D";"V"
850;1;1;"B";"II"
851;1;1;"B";"II"
852;1;1;"B";"II"
853;1;1;"B";"II"
854;1;1;"B";"II"
855;1;1;"B";"II"
856;1;2;"D";"V"
857;1;1;"B";"II"
858;1;1;"B";"II"
859;1;2;"D";"V"
860;1;1;"B";"II"
861;1;2;"D";"V"
862;1;1;"B";"II"
863;1;2;"D";"V"
864;1;1;"B";"II"
865;1;1;"B";"II"
866;1;1;"B";"II"
867;1;1;"B";"II"
868;1;1;"B";"II"
869;1;1;"B";"II"
870;1;1;"B";"II"
871;1;2;"D";"V"
872;1;1;"B";"II"
873;1;2;"D";"V"
874;1;1;"B";"II"
875;1;1;"B";"II"
876;1;1;"B";"II"
877;1;2;"D";"V"
878;1;1;"B";"II"
879;3;1;"B";"II"
880;3;1;"B";"II"
881;3;2;"D";"V"
882;3;1;"B";"II"
883;3;1;"B";"II"
884;3;2;"D";"V"
885;3;1;"B";"II"
886;3;1;"B";"II"
887;3;1;"B";"II"
888;3;1;"B";"II"
889;3;1;"B";"II"
890;3;1;"B";"II"
891;3;2;"D";"V"
892;3;2;"D";"V"
893;3;1;"B";"II"
894;1;1;"B";"II"
895;3;2;"D";"V"
896;3;1;"B";"II"
897;1;1;"B";"II"
898;1;2;"D";"V"
899;1;1;"B";"II"
900;1;2;"D";"V"
901;3;2;"D";"V"
902;3;2;"D";"V"
903;3;1;"B";"II"
904;3;1;"B";"II"
905;3;1;"B";"II"
906;3;1;"B";"II"
907;3;1;"B";"II"
908;3;1;"B";"II"
909;3;1;"B";"II"
910;3;1;"B";"II"
911;3;1;"B";"II"
912;3;1;"B";"II"
913;3;1;"B";"II"
914;3;1;"B";"II"
915;3;2;"D";"V"
916;3;1;"B";"II"
917;3;1;"B";"II"
918;3;1;"B";"II"
919;3;2;"D";"V"
920;3;2;"D";"V"
921;3;1;"B";"II"
922;3;2;"D";"V"
923;3;1;"B";"II"
924;3;2;"D";"V"
925;3;1;"B";"II"
926;3;1;"B";"II"
927;3;1;"B";"II"
928;3;1;"B";"II"
929;3;1;"B";"II"
930;3;1;"B";"II"
931;3;2;"D";"V"
932;3;1;"B";"II"
933;3;2;"D";"V"
934;3;1;"B";"II"
935;3;1;"B";"II"
936;3;1;"B";"II"
937;1;1;"B";"II"
938;1;1;"B";"II"
939;1;1;"B";"II"
940;1;2;"D";"V"
941;1;2;"D";"V"
942;1;2;"D";"V"
943;1;2;"D";"V"
944;1;1;"B";"II"
945;1;2;"D";"V"
946;1;1;"B";"II"
947;1;2;"D";"V"
948;1;2;"D";"V"
949;1;1;"B";"II"
950;1;1;"B";"II"
951;1;1;"B";"II"
952;1;1;"B";"II"
953;1;1;"B";"II"
954;1;1;"B";"II"
955;1;1;"B";"II"
956;1;1;"B";"II"
957;1;1;"B";"II"
958;1;1;"B";"II"
959;1;1;"B";"II"
960;1;1;"B";"II"
961;1;1;"B";"II"
962;1;1;"B";"II"
963;1;1;"B";"II"
964;1;1;"B";"II"
965;1;1;"B";"II"
966;1;1;"B";"II"
967;1;1;"B";"II"
968;1;1;"B";"II"
969;1;1;"B";"II"
970;1;2;"D";"V"
971;1;1;"B";"II"
972;1;2;"D";"V"
973;1;1;"B";"II"
974;1;1;"B";"II"
975;1;2;"D";"V"
976;1;1;"B";"II"
977;1;1;"B";"II"
978;1;2;"D";"V"
979;1;1;"B";"II"
980;1;1;"B";"II"
981;1;2;"D";"V"
982;1;1;"B";"II"
983;1;1;"B";"II"
984;1;1;"B";"II"
985;1;1;"B";"II"
986;1;2;"D";"V"
987;1;1;"B";"II"
988;1;1;"B";"II"
989;1;1;"B";"II"
990;1;1;"B";"II"
991;1;1;"B";"II"
992;1;1;"B";"II"
993;1;1;"B";"II"
994;1;2;"D";"V"
995;1;1;"B";"II"
996;1;2;"D";"V"
997;1;1;"B";"II"
998;1;2;"D";"V"
999;1;1;"B";"II"
1000;1;2;"D";"V"
1001;1;1;"B";"II"
1002;1;1;"B";"II"
1003;1;1;"B";"II"
1004;1;2;"D";"V"
1005;1;1;"B";"II"
1006;1;1;"B";"II"
